id,category,ph,vd,key
RATVCLN_34,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_34.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_34.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, solar panel, solar, photovoltaic,"
RATVCLN_35,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_35.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_35.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, solar panel, solar, photovoltaic,"
RATVCLN_36,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_36.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_36.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_37,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_37.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_37.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_38,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_38.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_38.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_39,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_39.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_39.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_40,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_40.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_40.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_41,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_41.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_41.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_42,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_42.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_42.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_43,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_43.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_43.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_44,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_44.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_44.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_45,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_45.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_45.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_46,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_46.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_46.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_47,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_47.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_47.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_48,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_48.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_48.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_49,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_49.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_49.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_50,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_50.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_50.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_51,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_51.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_51.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_52,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_52.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_52.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_53,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_53.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_53.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_54,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_54.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_54.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_55,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_55.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_55.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_56,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_56.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_56.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_57,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_57.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_57.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_58,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_58.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_58.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_59,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_59.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_59.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_60,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_60.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_60.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_61,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_61.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_61.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_62,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_62.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_62.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_63,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_63.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_63.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_64,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_64.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_64.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_65,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_65.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_65.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_66,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_66.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_66.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_67,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_67.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_67.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_68,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_68.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_68.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_69,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_69.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_69.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_70,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_70.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_70.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_71,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_71.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_71.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_72,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_72.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_72.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_73,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_73.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_73.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_74,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_74.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_74.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_75,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_75.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_75.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_76,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_76.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_76.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_77,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_77.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_77.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_78,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_78.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_78.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_79,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_79.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_79.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_80,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_80.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_80.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_81,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_81.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_81.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_82,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_82.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_82.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_83,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_83.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_83.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_84,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_84.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_84.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_85,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_85.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_85.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_86,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_86.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_86.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_87,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_87.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_87.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_88,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_88.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_88.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_89,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_89.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_89.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_90,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_90.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_90.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_91,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_91.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_91.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_92,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_92.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_92.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_93,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_93.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_93.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_94,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_94.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_94.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_95,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_95.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_95.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_96,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_96.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_96.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_97,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_97.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_97.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_98,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_98.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_98.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_99,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_99.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_99.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_100,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_100.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_100.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_101,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_101.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_101.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_102,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_102.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_102.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_103,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_103.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_103.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_104,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_104.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_104.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_105,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_105.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_105.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_106,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_106.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_106.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_107,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_107.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_107.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_108,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_108.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_108.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
RATVCLN_109,Cleaning,ratv_media/RATVCLN/RATVCLN_PH/RATVCLN_109.jpg,ratv_media/RATVCLN/RATVCLN_VD/RATVCLN_109.mp4,"cleaning, washing, squeegee, maintenance, commercial, building, window, skyscraper, glass, pane"
